economy,YR1960,YR1961,YR1962,YR1963,YR1964,YR1965,YR1966,YR1967,YR1968,YR1969,YR1970,YR1971,YR1972,YR1973,YR1974,YR1975,YR1976,YR1977,YR1978,YR1979,YR1980,YR1981,YR1982,YR1983,YR1984,YR1985,YR1986,YR1987,YR1988,YR1989,YR1990,YR1991,YR1992,YR1993,YR1994,YR1995,YR1996,YR1997,YR1998,YR1999,YR2000,YR2001,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019,YR2020
BGD,,5.2081366659408,5.24617719792968,-3.36468893192949,9.53832406066486,-1.06644618536075,2.59049440001884,-2.69353364068901,10.270672143405,0.972407134788639,5.4227693007339,-4.5080982232561,-10.7066062600005,0.272871768773996,6.4382084265568,-4.56352465179182,8.38786392720598,-3.65824208069742,7.83422016379491,-0.664807057702092,-1.51820510206423,3.30388467183906,1.02373718935189,3.88974345164466,4.90509874945506,0.190430820997904,3.32503142479,0.0950334052361796,-0.436044383106577,-0.177027263120095,9.21167378283303,2.12915323759529,2.32335111194763,2.38907674313562,0.737008386709675,-0.372499002201948,2.96758128010144,4.51857214839832,3.93540913907371,3.88154166178552,7.39026609224918,2.75792682234608,-0.118901138053758,3.98385112060502,4.97351359688545,4.38245498037337,5.55271778014,6.69249627817052,4.49386787578572,3.46608846694234,6.15194712457343,4.45636899328521,3.01427141057513,2.46488753479703,4.37187005322781,3.32838106520268,2.78626795010173,2.97483839497306,4.18534424558992,3.92047635140939,4.5947621902065
BGR,,,,,,,,,,,,,,,,,,,,,,4.47025724546263,5.7926060861174,-16.3365434158424,11.6806633654653,-20.6175711232501,22.0456909702193,-14.6351398728751,7.64574363669377,-4.97483286710066,-3.6990129776966,7.69708581371167,-14.7573515958996,-30.2198851570761,9.47074286262988,13.9191156488535,-3.71099784665837,47.8210433903776,-19.1937793238912,-4.57015713532904,-10.9757998413942,0.625299730616462,5.21143507903096,-1.61129445339566,3.68510552234001,-8.46061182408116,-0.851033285084597,-27.0691742278722,31.7946493163594,-8.87328664533977,-10.8629466965349,5.70871383676376,-11.0408279040243,3.6301153010179,7.03350467814158,-7.85008487166927,7.46785371903007,8.45781514221208,-1.98472782031055,4.09905656405513,-3.30180492383056
BHR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.12691771269176,2.67189169932311,9.19500346981263,-8.54782332380044,1.59833217512161,2.08618331053351,1.47403685092127,11.3568834598877,-3.11295582567446,6.94614443084456,-0.858369098712444,3.75180375180375,-0.973574408901257,0.140449438202239
BHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.77523003905596,24.1910537287111,-13.6249146760078,10.3794899007245,1.04104377191267,-2.42083432456141,8.65896887479623,-8.60075184140577,-9.63855421686748,-6.08333333333333,9.05057675244009,3.66151342554923,11.9309262166405,9.6774193548387,-6.96930946291559,-9.34707903780068,-9.55269143290371,-6.37049455155071,3.4914950760967,3.2871972318339,1.25628140703517,-7.77502067824648,3.13901345291481,-18.6086956521739,-5.98290598290599,0.681818181818187,5.19187358916477,-5.25751072961373,-12.3442808607022,-25.0645994832041,-39.6551724137931
BIH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.67561622320991,9.15831261971647,-7.24155371025778,11.844169712013,4.87113946231119,5.71908448827858,2.13952074029319,4.24575062659751,-1.85568270843669,-3.96508867666489,-0.177881590289971,-11.3434681575706,15.7552901211287,-12.6578811879853,9.18759398969841,7.59901746679428,-8.09958569056607,9.04507982606957,-2.01762004682251,6.75077505191715
BLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.64814079389507,-8.17050985566084,1.58422842051597,-15.9013286105591,-2.43856248360048,1.50829381978308,-5.45596239434738,-1.49074154326496,-7.16905819025133,8.95085357142334,1.42094066099672,2.8913082562938,7.57155441918754,13.2467947229046,2.4575674689155,5.94238557126391,4.80527584944947,8.60654572318921,0.283388018657988,2.38027952188462,6.67449825943368,6.39530496831793,-4.18826337789854,2.7571904757872,-2.41469548667754,3.93717241019034,4.39954429701113,-3.44545367012229,2.89999999999999,5.29009934335181
BLZ,,,,,,,,,,,,6.30631099906066,3.38994954683618,5.12285823515101,8.57710907467907,3.41103017401861,-9.72222594003378,33.2692872201318,5.48335780714635,-1.64151227943992,1.13623626376911,2.37962024770779,4.61807125262028,-3.95013303483265,1.49343832490334,0.755195592051024,-4.90920401409632,17.5369425024382,0.0737387126679181,6.24181697996053,11.2196422419427,4.53974777113145,12.8669584245077,5.05096917034055,3.70818761476779,-0.0622833429427629,7.29436358391591,6.63891853078711,2.28282409088551,10.8606962701336,11.5290319953775,-0.39382998325577,0.542282867559507,38.8318933932329,9.46475128419743,3.100604914567,-6.45852356811213,-20.6555256775783,9.88876952609054,1.51058989899377,7.89267946433195,-4.36055019022534,6.30354957160341,6.04490500863557,2.44299674267101,-11.2347641759407,-22.1194029850746,8.8156381755462,-2.71222261359634,-4.16364952932658,-2.98451076690594
BMU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.55663243165051,-10.1549529607084,8.95185299250589,-33.7180815980401,2.14656336626626,44.9933894648946,-4.93353169842108,-13.8018072593266,1.27086383601758,
BOL,,4.88929889298923,-0.967458223395312,5.62579013906512,2.03470975463756,5.57184750733184,3.66666666666644,-2.94748124330138,6.07399226946481,-9.3701197293082,4.36530729465832,3.69631697912543,6.77009873060624,8.05812417437259,4.24538786397015,9.80810234541582,4.99999999999959,1.70596393897371,-2.31374153370612,3.5923685435088,1.35207977719874,-3.38538300703289,5.60753271511609,-14.2042914201404,13.7473143203317,6.72926962892546,-3.16007395698958,2.0755281512927,4.11532387967139,-1.52683396685308,4.61181497148968,9.85990754412447,-4.23511716355141,4.14352282421156,6.67237382722854,1.40373578979577,6.70427084115468,4.55476965692408,-4.42919997473786,2.5071213661008,3.47537023199631,3.46087491154381,0.447307547965138,8.71287194662995,0.247813942918128,4.98283787031238,4.25946821944865,-0.505785683627963,2.61500085206603,3.68191639346666,-1.17806732277238,3.05587274675835,4.14943838470374,4.68512211922119,3.82005884126781,5.11609384463034,3.13345381882574,7.59859952255897,6.91144823836723,5.29964691544755,3.12858773088205
BRA,,,,,,,-1.70000000000017,5.70000000000017,1.39999999999974,6.00000000000026,5.59999999999989,10.1541779999999,3.96743065469607,0.0755011626610411,1.29959433941296,6.64297299710688,2.43912000000005,12.112886717496,-2.67867871735268,4.70333259891405,9.55000000000005,7.96999999999987,-0.219999999999914,-0.460000000000051,2.63000000000004,9.57999999999998,-8.02000000000011,14.9700000000001,0.840000000000018,2.84999999999991,-3.71999999999998,1.37000000000005,4.88999999999994,-0.0699999999999648,5.44987696342847,4.07605721988224,2.95317114329914,0.813027979881937,3.40888809566293,6.52523774689142,2.72340593123459,5.20034027273731,8.02017086780128,8.3063421990182,1.99512358275931,1.12006050354421,4.63942280559742,3.24700101523811,5.7709671805589,-3.72867985034893,6.69694246617692,5.63864642473051,-3.08224224308493,8.36144398216176,2.79079445669829,3.31433143314339,-5.22421775747509,14.1523862320847,1.30705579081858,0.631640768577341,1.9589622696701
BRB,,,,,,,,,,,,,,,,,7.21244618986438,1.9850662158355,-0.0580198648968349,8.23669260646606,5.46190585651205,-17.1742368284032,-2.48538011695864,3.8980509745127,9.37950937950933,-0.5277044854883,4.50928381962842,-11.1675126903552,-5.85714285714293,-8.95295902883124,7.16666666666615,-3.42147777105663,-9.66183952829131,-4.63456386688529,-0.186920980101632,-0.374542057888732,17.6692003981723,-0.638994992814546,-13.3440257033466,9.46192200971385,3.72884728874739,-9.47711661624545,-4.15166372758877,-3.95475832117201,-7.25493900764171,8.03387549881107,-5.57158658021005,1.35062908253379,-11.9295114213618,11.6796733263522,-1.04169472351657,-7.28739257353992,0.916412770146351,2.33363636363637,-2.53049295086481,0.405674521616689,-1.02193464992067,-3.27161773256613,14.7756007604022,-6.3231076276451,
BRN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.55186341105195,1.54553049289892,-0.664315164999167,4.42678883431699,1.23589184859436,2.91230928597084,1.38314405411182,11.3356491153671,3.66770928090985,11.1729724530916,6.55849091817512,5.84531151794015,5.18035313068006,11.3036139346042,11.989773006686,1.30723078874937,-9.86381955425837,-4.46762805376704,3.74124746428906,5.70999177739102,-5.86139911949488,-2.1897810218978,7.46268656716418,-0.694444444444443,4.19580419580419,6.71140939597315,-3.66012578616352,-1.5565307310857,-1.57577019564829,-1.41315281845628,14.3944605152591
BTN,,,,,,,,,,,,,,,,,,,,,,5.68086717257756,4.81613033231821,7.88884771529975,5.21675421776906,4.2597878754614,5.01711697037928,4.6012610158792,7.73260669862781,5.67035069510089,5.25122277360977,-0.807680004108065,0.584486154667246,-0.165454688373472,0.283010768717816,1.5125459623585,2.04819302555599,4.01957652191271,2.43868410019903,1.57200116246526,5.38379767795966,5.48942076546599,2.83649654372935,2.1208262861592,2.150117104554,1.03107836728955,2.7018198062874,0.712872127229502,0.545885079909596,2.7176663071706,0.807274685644387,2.33783088370953,2.23771296767454,2.25861542275783,2.13247773996879,4.65990839960591,4.22505581505834,2.94827550117039,4.24832377136144,1.30040777474045,4.56943240901214
BWA,,2.46306195160709,3.60578032418705,3.48025501263542,3.64355016325928,-7.10140230875977,17.915013899501,10.3004175969177,17.5097162781674,1.05960757999688,-1.70380863208074,25.8666763036538,26.2711834367131,31.1661043622264,9.78575057709985,-5.0630373447992,3.24166252824807,1.63227646768426,-3.31251449376757,-2.71080722174869,-4.73085321915237,-3.80833191755858,-5.42114259004121,-13.4473296500035,-8.51904409442153,4.45748683357287,1.76976331715588,28.1326303659496,19.5839668234595,-2.82138723579598,3.01244211491725,2.7336325237592,1.051981351433,-2.45256493241058,-3.05991413170005,21.4468326862983,-3.22781849368454,-6.93683532065742,-5.02121028482381,8.60450278005662,-13.8145195132188,11.1890154834938,-20.4851988088981,20.125002753607,0.472494920067604,-2.50307546852963,13.3276659745337,12.2351080745098,1.97385540686201,6.3723789679339,5.81676386488266,0.175044339714731,-8.53196324514339,1.32962322770366,-0.351070083573902,-2.84738041002278,15.4108494085047,-8.75427093914489,10.3093479067571,2.97256796843941,-1.73740013661607
CAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.96209691059998,3.66944978427716,1.96188543389721,-44.4912504566994,-1.44657022865142,0.573664274322169,5.04383248014035,3.1995244587652,3.42169864366335,3.0,14.7140985777031
CAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.91667964484996,8.40934082802582,1.97279918587701,0.152922851611564,-3.33428175989894,9.45156875508538,8.94415364745763,0.770153477704923,-1.08220349637266,-5.89362345255768,7.20525402055243,-5.08209819983527,1.30385569911664,4.08742045384822,1.30080770850851,17.0891612462929,-6.66529083093064,4.35443834415767,4.11445268418507,2.29782630749338,-0.385562870807149,2.99655533625061,3.32880756999998
CEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.09638789981442,-0.0437463435135612,-7.3740666567662,-4.58032976295148,-5.14704826896734,10.087520941739,-1.37511989897973,1.79320418042852,14.9978203828388,-5.05131382507219,-2.0398170612514,-10.2743898298638,13.2486726660664,2.94120972896074,-9.81909226238584,6.5056559204634,-11.5060388369319,10.9081893108456,5.70174116013592,-5.50025343134166,4.10626863286187,1.90706086151793,1.07506347177899,-0.963167007681477,0.0188658808819326
CHE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.729124257198507,2.91872956572874,-4.08372717351749,-6.24450877694507,2.63722962769009,-0.541372151033201,0.18712900482889,1.24200030598524,2.4097911735232,1.82703457651576,-7.51132423007743,2.75498022967062,-14.7521495454759,17.5199292098222,-3.58909016196317,-4.23786967808051,6.41845110804536,-0.0866103526715847,4.78742296872163,-3.3922556481984,10.2132908907978,-3.67367042215959,-6.57868728692728,10.9674952676418,-9.43303409110584,0.939278576892349,-3.12418989835955,8.52151774627869,-6.60136981519993,-2.13092165459743
CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHL,,-1.83638559066212,-4.55640407974991,6.2023413167221,1.29443292713762,1.12314680776717,20.8855760687137,2.75225611499033,5.06696339864097,-11.7747182086391,3.19399785637728,-1.0968009970918,-8.32143157187259,-9.97938144329908,26.7572657403166,4.37279151943464,-1.61581964375019,10.6244867633833,-3.70802403676217,6.17084541683495,3.83445128276054,3.84602577336747,-0.721477586096313,-2.09618552372342,8.95684877276312,7.04575044660447,7.62130733691448,9.52449208738162,11.5143602319571,6.24774710581737,9.1091754507769,2.42824223732201,12.0028144981021,3.12282670143374,7.54283735375417,6.91584995985193,2.8048942555252,4.50866342917853,5.40613894789554,-1.99791849646321,7.09855094730356,4.30521189842051,4.13322150189215,1.99972771523144,13.2479743189982,12.7184182251985,8.95456464159605,2.26841725532951,6.8316460727463,-5.07433988085802,0.951484790936718,11.0077794386983,-3.99696603314942,-0.0607172755559588,0.182843474031387,6.26336865788292,2.26213949898566,2.21263816633162,2.31230658752904,-0.392233232461592,-2.64807799194369
CHN,,1.40000000476988,4.49999999580722,11.3000000001762,12.9000000078954,9.69999999571674,7.20000000601999,1.89999999455654,-1.59999999074584,0.799999989010345,7.7000000066306,1.90000000126524,-0.900000005659962,8.99999999903687,4.09999999910455,2.00000000891907,-1.80000000566282,-2.2000000026927,-1.11312087576022,6.13443148000017,-1.48246964539213,6.98253440682892,11.528824266822,8.32589346997364,12.8806134509969,1.84387944640585,3.31868728497287,4.70418469097605,2.54393309464622,3.07499973297986,7.32773214075524,2.35353019231093,4.65100301883832,4.64917941059286,3.94554573547386,4.9426425383196,5.03989389977062,3.43664044543479,3.43299456648786,2.73137330210611,2.32851803699535,2.6380712380831,2.69994655178539,2.3720563695443,6.10501996773056,5.07391439843714,4.75527829821041,3.52364990248279,5.15600466645756,4.00242578086684,4.2510696855083,4.17428925252833,4.46654195569825,3.80719982871641,4.05046823694792,3.8985214657053,3.27781355718643,3.96129100014851,3.48291749991172,3.08555309210985,2.98377246577297
CIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.94095767901112,-4.05042696559359,7.15593228936544,-2.6572646480659,4.1572511943892,16.1827195546293,2.87836976216647,-4.03159472536575,3.25256394640043,5.26616673666214,3.61641881929589,2.17895111040195
