ObjectId;goal_code;goal_labelEN;goal_descEN;target_code;target_descEN;indicator_code;indicator_reference;indicator_descEN;series_release;series_tags;series;seriesDescription;geoAreaCode;geoAreaName;level_;parentCode;parentName;type;X;Y;ISO3;UN_Member;Country_Profile;UnitMultiplier;Units_code;Units_desc;timeSeries_id;timeSeries_keys;n_years;min_year;max_year;years;value_2019;latest_value;footnotes;nature
1;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);854;Burkina Faso;4;11;Western Africa;Country;-1.742843829;12.27491081;BFA;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];15.64023;15.64023;Very Low Confidence;E: Estimated data
2;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);108;Burundi;4;14;Eastern Africa;Country;29.89080992;-3.366387428;BDI;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];102.69433;102.69433;Low Confidence;E: Estimated data
3;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);108;Burundi;4;14;Eastern Africa;Country;29.89080992;-3.366387428;BDI;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];27.64808;27.64808;Very Low Confidence;E: Estimated data
4;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);108;Burundi;4;14;Eastern Africa;Country;29.89080992;-3.366387428;BDI;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];15.64023;15.64023;Very Low Confidence;E: Estimated data
5;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);132;Cabo Verde;4;11;Western Africa;Country;-23.63544151;15.07791834;CPV;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];99.5913;99.5913;Low Confidence;E: Estimated data
6;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);132;Cabo Verde;4;11;Western Africa;Country;-23.63544151;15.07791834;CPV;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];27.64808;27.64808;Very Low Confidence;E: Estimated data
7;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);132;Cabo Verde;4;11;Western Africa;Country;-23.63544151;15.07791834;CPV;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];15.64023;15.64023;Very Low Confidence;E: Estimated data
8;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);748;Eswatini;4;18;Southern Africa;Country;31.50149288;-26.56471011;SWZ;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];27.64808;27.64808;Very Low Confidence;E: Estimated data
9;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);116;Cambodia;4;35;South-Eastern Asia;Country;104.922836;12.71163737;KHM;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];86.33713;86.33713;Very Low Confidence;E: Estimated data
10;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);376;Israel;4;145;Western Asia;Country;34.62277992;31.06164552;ISR;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];99.58392;99.58392;Medium Confidence;E: Estimated data
11;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);116;Cambodia;4;35;South-Eastern Asia;Country;104.922836;12.71163737;KHM;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];27.64808;27.64808;Very Low Confidence;E: Estimated data
12;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);116;Cambodia;4;35;South-Eastern Asia;Country;104.922836;12.71163737;KHM;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];15.64023;15.64023;Very Low Confidence;E: Estimated data
13;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);120;Cameroon;4;17;Middle Africa;Country;12.7419827;5.692387031;CMR;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];99.5913;99.5913;Low Confidence;E: Estimated data
14;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);120;Cameroon;4;17;Middle Africa;Country;12.7419827;5.692387031;CMR;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];27.64808;27.64808;Very Low Confidence;E: Estimated data
15;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);120;Cameroon;4;17;Middle Africa;Country;12.7419827;5.692387031;CMR;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];15.64023;15.64023;Very Low Confidence;E: Estimated data
16;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);124;Canada;4;21;Northern America;Country;-101.6575058;57.72360191;CAN;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];78.54162;78.54162;High Confidence;E: Estimated data
17;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);124;Canada;4;21;Northern America;Country;-101.6575058;57.72360191;CAN;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];25.57042;25.57042;Low Confidence;E: Estimated data
18;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);124;Canada;4;21;Northern America;Country;-101.6575058;57.72360191;CAN;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];12.81131;12.81131;Low Confidence;E: Estimated data
19;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);136;Cayman Islands;4;29;Caribbean;Country;-81.16740559;19.32266656;CYM;0;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];73.92077;73.92077;Very Low Confidence;E: Estimated data
20;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);136;Cayman Islands;4;29;Caribbean;Country;-81.16740559;19.32266656;CYM;0;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];25.57042;25.57042;Low Confidence;E: Estimated data
21;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);136;Cayman Islands;4;29;Caribbean;Country;-81.16740559;19.32266656;CYM;0;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];12.81131;12.81131;Low Confidence;E: Estimated data
22;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);140;Central African Republic;4;17;Middle Africa;Country;20.93559492;7.003720791;CAF;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];102.69433;102.69433;Low Confidence;E: Estimated data
23;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);140;Central African Republic;4;17;Middle Africa;Country;20.93559492;7.003720791;CAF;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];27.64808;27.64808;Very Low Confidence;E: Estimated data
24;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);140;Central African Republic;4;17;Middle Africa;Country;20.93559492;7.003720791;CAF;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];15.64023;15.64023;Very Low Confidence;E: Estimated data
25;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);148;Chad;4;17;Middle Africa;Country;18.66618401;15.36279341;TCD;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];102.69433;102.69433;Low Confidence;E: Estimated data
26;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);148;Chad;4;17;Middle Africa;Country;18.66618401;15.36279341;TCD;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];27.64808;27.64808;Very Low Confidence;E: Estimated data
27;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);148;Chad;4;17;Middle Africa;Country;18.66618401;15.36279341;TCD;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];15.64023;15.64023;Very Low Confidence;E: Estimated data
28;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);152;Chile;4;5;South America;Country;-71.23029019;-35.2652885;CHL;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];73.92077;73.92077;Very Low Confidence;E: Estimated data
29;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);152;Chile;4;5;South America;Country;-71.23029019;-35.2652885;CHL;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];25.57042;25.57042;Low Confidence;E: Estimated data
30;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);152;Chile;4;5;South America;Country;-71.23029019;-35.2652885;CHL;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];12.81131;12.81131;Low Confidence;E: Estimated data
31;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);156;China;4;30;Eastern Asia;Country;104.1403375;32.30955217;CHN;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];63.91913;63.91913;Medium Confidence;E: Estimated data
32;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);156;China;4;30;Eastern Asia;Country;104.1403375;32.30955217;CHN;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];45.59805;45.59805;High Confidence;E: Estimated data
33;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);156;China;4;30;Eastern Asia;Country;104.1403375;32.30955217;CHN;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];15.64023;15.64023;Very Low Confidence;E: Estimated data
34;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);344;China, Hong Kong Special Administrative Region;4;30;Eastern Asia;Country;114.0266445;22.41749934;HKG;0;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];71.40542;71.40542;Very Low Confidence;E: Estimated data
35;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);344;China, Hong Kong Special Administrative Region;4;30;Eastern Asia;Country;114.0266445;22.41749934;HKG;0;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];25.57042;25.57042;Low Confidence;E: Estimated data
36;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);344;China, Hong Kong Special Administrative Region;4;30;Eastern Asia;Country;114.0266445;22.41749934;HKG;0;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];12.81131;12.81131;Low Confidence;E: Estimated data
37;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);446;China, Macao Special Administrative Region;4;30;Eastern Asia;Country;113.5665388;22.1237259;MAC;0;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];71.40542;71.40542;Very Low Confidence;E: Estimated data
38;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);446;China, Macao Special Administrative Region;4;30;Eastern Asia;Country;113.5665388;22.1237259;MAC;0;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];25.57042;25.57042;Low Confidence;E: Estimated data
39;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);446;China, Macao Special Administrative Region;4;30;Eastern Asia;Country;113.5665388;22.1237259;MAC;0;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];12.81131;12.81131;Low Confidence;E: Estimated data
40;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);170;Colombia;4;5;South America;Country;-73.07446751;3.888209046;COL;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];70.43189;70.43189;Medium Confidence;E: Estimated data
41;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);170;Colombia;4;5;South America;Country;-73.07446751;3.888209046;COL;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];27.64808;27.64808;Very Low Confidence;E: Estimated data
42;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);170;Colombia;4;5;South America;Country;-73.07446751;3.888209046;COL;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];15.64023;15.64023;Very Low Confidence;E: Estimated data
43;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);174;Comoros;4;14;Eastern Africa;Country;43.34234565;-11.66121732;COM;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];99.5913;99.5913;Low Confidence;E: Estimated data
44;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);174;Comoros;4;14;Eastern Africa;Country;43.34234565;-11.66121732;COM;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];27.64808;27.64808;Very Low Confidence;E: Estimated data
45;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);174;Comoros;4;14;Eastern Africa;Country;43.34234565;-11.66121732;COM;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];15.64023;15.64023;Very Low Confidence;E: Estimated data
46;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);178;Congo;4;17;Middle Africa;Country;15.22052612;-0.840544119;COG;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];99.5913;99.5913;Low Confidence;E: Estimated data
47;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);178;Congo;4;17;Middle Africa;Country;15.22052612;-0.840544119;COG;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];27.64808;27.64808;Very Low Confidence;E: Estimated data
48;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);178;Congo;4;17;Middle Africa;Country;15.22052612;-0.840544119;COG;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];15.64023;15.64023;Very Low Confidence;E: Estimated data
49;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);188;Costa Rica;4;13;Central America;Country;-84.19712782;9.970998683;CRI;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];72.43216;72.43216;Very Low Confidence;E: Estimated data
50;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);188;Costa Rica;4;13;Central America;Country;-84.19712782;9.970998683;CRI;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];27.64808;27.64808;Very Low Confidence;E: Estimated data
51;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);188;Costa Rica;4;13;Central America;Country;-84.19712782;9.970998683;CRI;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];15.64023;15.64023;Very Low Confidence;E: Estimated data
52;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);384;Côte d'Ivoire;4;11;Western Africa;Country;-5.552690016;7.62211586;CIV;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];99.5913;99.5913;Low Confidence;E: Estimated data
53;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);384;Côte d'Ivoire;4;11;Western Africa;Country;-5.552690016;7.62211586;CIV;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];27.64808;27.64808;Very Low Confidence;E: Estimated data
