ObjectId;goal_code;goal_labelEN;goal_descEN;target_code;target_descEN;indicator_code;indicator_reference;indicator_descEN;series_release;series_tags;series;seriesDescription;geoAreaCode;geoAreaName;level_;parentCode;parentName;type;X;Y;ISO3;UN_Member;Country_Profile;UnitMultiplier;Units_code;Units_desc;timeSeries_id;timeSeries_keys;n_years;min_year;max_year;years;value_2019;latest_value;footnotes;nature
346;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);663;Saint Martin (French Part);4;29;Caribbean;Country;-63.04505461;18.0882685;MAF;0;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];73.92077;73.92077;Very Low Confidence;E: Estimated data
347;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);663;Saint Martin (French Part);4;29;Caribbean;Country;-63.04505461;18.0882685;MAF;0;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];25.57042;25.57042;Low Confidence;E: Estimated data
348;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);663;Saint Martin (French Part);4;29;Caribbean;Country;-63.04505461;18.0882685;MAF;0;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];12.81131;12.81131;Low Confidence;E: Estimated data
349;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);670;Saint Vincent and the Grenadines;4;29;Caribbean;Country;-61.19024321;13.24627968;VCT;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];72.43216;72.43216;Very Low Confidence;E: Estimated data
350;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);670;Saint Vincent and the Grenadines;4;29;Caribbean;Country;-61.19024321;13.24627968;VCT;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];27.64808;27.64808;Very Low Confidence;E: Estimated data
351;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);670;Saint Vincent and the Grenadines;4;29;Caribbean;Country;-61.19024321;13.24627968;VCT;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];15.64023;15.64023;Very Low Confidence;E: Estimated data
352;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);882;Samoa;4;543;Oceania (exc. Australia and New Zealand);Country;-172.4430749;-13.61541469;WSM;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];75.71312;75.71312;Very Low Confidence;E: Estimated data
353;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);882;Samoa;4;543;Oceania (exc. Australia and New Zealand);Country;-172.4430749;-13.61541469;WSM;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];75.71312;75.71312;Very Low Confidence;E: Estimated data
354;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);882;Samoa;4;543;Oceania (exc. Australia and New Zealand);Country;-172.4430749;-13.61541469;WSM;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];27.64808;27.64808;Very Low Confidence;E: Estimated data
355;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);882;Samoa;4;543;Oceania (exc. Australia and New Zealand);Country;-172.4430749;-13.61541469;WSM;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];27.64808;27.64808;Very Low Confidence;E: Estimated data
356;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);882;Samoa;4;543;Oceania (exc. Australia and New Zealand);Country;-172.4430749;-13.61541469;WSM;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];15.64023;15.64023;Very Low Confidence;E: Estimated data
357;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);882;Samoa;4;543;Oceania (exc. Australia and New Zealand);Country;-172.4430749;-13.61541469;WSM;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];15.64023;15.64023;Very Low Confidence;E: Estimated data
358;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);674;San Marino;5;39;Southern Europe;Country;12.46329038;43.93841766;SMR;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];84.27238;84.27238;Low Confidence;E: Estimated data
359;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);674;San Marino;5;39;Southern Europe;Country;12.46329038;43.93841766;SMR;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];25.57042;25.57042;Low Confidence;E: Estimated data
360;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);674;San Marino;5;39;Southern Europe;Country;12.46329038;43.93841766;SMR;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];12.81131;12.81131;Low Confidence;E: Estimated data
361;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);678;Sao Tome and Principe;4;17;Middle Africa;Country;6.609772265;0.241554875;STP;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];99.5913;99.5913;Low Confidence;E: Estimated data
362;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);678;Sao Tome and Principe;4;17;Middle Africa;Country;6.609772265;0.241554875;STP;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];27.64808;27.64808;Very Low Confidence;E: Estimated data
363;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);678;Sao Tome and Principe;4;17;Middle Africa;Country;6.609772265;0.241554875;STP;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];15.64023;15.64023;Very Low Confidence;E: Estimated data
364;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);682;Saudi Arabia;4;145;Western Asia;Country;44.54763347;24.12594211;SAU;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];104.88;104.88;High Confidence;E: Estimated data
365;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);682;Saudi Arabia;4;145;Western Asia;Country;44.54763347;24.12594211;SAU;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];25.57042;25.57042;Low Confidence;E: Estimated data
366;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);682;Saudi Arabia;4;145;Western Asia;Country;44.54763347;24.12594211;SAU;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];19.65367;19.65367;High Confidence;E: Estimated data
367;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);686;Senegal;4;11;Western Africa;Country;-14.46636926;14.35920905;SEN;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];99.5913;99.5913;Low Confidence;E: Estimated data
368;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);686;Senegal;4;11;Western Africa;Country;-14.46636926;14.35920905;SEN;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];27.64808;27.64808;Very Low Confidence;E: Estimated data
369;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);686;Senegal;4;11;Western Africa;Country;-14.46636926;14.35920905;SEN;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];15.64023;15.64023;Very Low Confidence;E: Estimated data
370;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);688;Serbia;5;39;Southern Europe;Country;20.805876;44.03145697;SRB;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];82.78377;82.78377;Low Confidence;E: Estimated data
371;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);688;Serbia;5;39;Southern Europe;Country;20.805876;44.03145697;SRB;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];6;6;Medium Confidence;E: Estimated data
372;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);688;Serbia;5;39;Southern Europe;Country;20.805876;44.03145697;SRB;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];15.64023;15.64023;Very Low Confidence;E: Estimated data
373;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);690;Seychelles;4;14;Eastern Africa;Country;55.46561591;-4.678053059;SYC;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];93.42837;93.42837;Low Confidence;E: Estimated data
374;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);690;Seychelles;4;14;Eastern Africa;Country;55.46561591;-4.678053059;SYC;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];25.57042;25.57042;Low Confidence;E: Estimated data
375;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);690;Seychelles;4;14;Eastern Africa;Country;55.46561591;-4.678053059;SYC;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];12.81131;12.81131;Low Confidence;E: Estimated data
376;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);694;Sierra Leone;4;11;Western Africa;Country;-11.78306584;8.568604164;SLE;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];102.69433;102.69433;Low Confidence;E: Estimated data
377;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);694;Sierra Leone;4;11;Western Africa;Country;-11.78306584;8.568604164;SLE;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];27.64808;27.64808;Very Low Confidence;E: Estimated data
378;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);694;Sierra Leone;4;11;Western Africa;Country;-11.78306584;8.568604164;SLE;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];15.64023;15.64023;Very Low Confidence;E: Estimated data
379;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);702;Singapore;4;35;South-Eastern Asia;Country;103.8107883;1.361009155;SGP;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];80.1742;80.1742;Very Low Confidence;E: Estimated data
380;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);702;Singapore;4;35;South-Eastern Asia;Country;103.8107883;1.361009155;SGP;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];25.57042;25.57042;Low Confidence;E: Estimated data
381;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);702;Singapore;4;35;South-Eastern Asia;Country;103.8107883;1.361009155;SGP;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];12.81131;12.81131;Low Confidence;E: Estimated data
382;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);534;Sint Maarten (Dutch part);4;29;Caribbean;Country;-63.06198692;18.03926508;SXM;0;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];73.92077;73.92077;Very Low Confidence;E: Estimated data
383;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);534;Sint Maarten (Dutch part);4;29;Caribbean;Country;-63.06198692;18.03926508;SXM;0;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];25.57042;25.57042;Low Confidence;E: Estimated data
384;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);534;Sint Maarten (Dutch part);4;29;Caribbean;Country;-63.06198692;18.03926508;SXM;0;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];12.81131;12.81131;Low Confidence;E: Estimated data
385;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);703;Slovakia;5;151;Eastern Europe;Country;19.48495604;48.70741446;SVK;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];69.86867;69.86867;Very Low Confidence;E: Estimated data
386;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);703;Slovakia;5;151;Eastern Europe;Country;19.48495604;48.70741446;SVK;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];25.57042;25.57042;Low Confidence;E: Estimated data
387;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);703;Slovakia;5;151;Eastern Europe;Country;19.48495604;48.70741446;SVK;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];12.81131;12.81131;Low Confidence;E: Estimated data
388;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);705;Slovenia;5;39;Southern Europe;Country;14.82209486;46.11958061;SVN;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];34.20722;34.20722;Medium Confidence;E: Estimated data
389;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);705;Slovenia;5;39;Southern Europe;Country;14.82209486;46.11958061;SVN;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];20.08027;20.08027;Medium Confidence;E: Estimated data
390;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);705;Slovenia;5;39;Southern Europe;Country;14.82209486;46.11958061;SVN;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];6.69177;6.69177;Medium Confidence;E: Estimated data
391;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);90;Solomon Islands;4;543;Oceania (exc. Australia and New Zealand);Country;160.1584117;-9.622391719;SLB;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];91.01618;91.01618;Very Low Confidence;E: Estimated data
392;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);90;Solomon Islands;4;543;Oceania (exc. Australia and New Zealand);Country;160.1584117;-9.622391719;SLB;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];91.01618;91.01618;Very Low Confidence;E: Estimated data
393;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);90;Solomon Islands;4;543;Oceania (exc. Australia and New Zealand);Country;160.1584117;-9.622391719;SLB;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];27.64808;27.64808;Very Low Confidence;E: Estimated data
394;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);90;Solomon Islands;4;543;Oceania (exc. Australia and New Zealand);Country;160.1584117;-9.622391719;SLB;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];27.64808;27.64808;Very Low Confidence;E: Estimated data
395;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);90;Solomon Islands;4;543;Oceania (exc. Australia and New Zealand);Country;160.1584117;-9.622391719;SLB;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];15.64023;15.64023;Very Low Confidence;E: Estimated data
396;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);90;Solomon Islands;4;543;Oceania (exc. Australia and New Zealand);Country;160.1584117;-9.622391719;SLB;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];15.64023;15.64023;Very Low Confidence;E: Estimated data
397;12;Goal 12;Ensure sustainable consumption and production patterns;12.3;By 2030, halve per capita global food waste at the retail and consumer levels and reduce food losses along production and supply chains, including post-harvest losses;C120301;12.3.1;(a) Food loss index and (b) food waste index;2021.Q2.G.03;['food waste', 'food losses'];AG_FOOD_WST_PC;Food waste per capita (KG);706;Somalia;4;14;Eastern Africa;Country;46.20367477;4.406485729;SOM;1;1;;KG;Kilograms;AG_FOOD_WST_PC;;1;2019;2019;[2019];102.69433;102.69433;Low Confidence;E: Estimated data
